model_id,model_type,scaling,features,n_features,silhouette_score,log_likelihood,window_size,step_size,n_mixtures,n_factors
StandardHMM_robust_Range+pct_Range+fg+pct_RSI_212,StandardHMM,robust,Range+pct_Range+fg+pct_RSI,4,0.18042967751894606,-9031.657409208177,,,,
HierarchicalHMM_3factors_none_Returns+pct_Range+pct_fg+RSI+pct_RSI_250,HierarchicalHMM,none,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.1791520721392747,-6482.825605090433,,,,3.0
StandardHMM_robust_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_253,StandardHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,0.1789959733612947,-14386.60011523328,,,,
GMMHMM_robust_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_253,GMMHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,0.1789959733612947,-14386.60011523266,,,3.0,
HierarchicalHMM_1factors_robust_pct_Range+fg+RSI_393,HierarchicalHMM,robust,pct_Range+fg+RSI,3,0.17895526654892027,-1866.7409508630442,,,,1.0
HierarchicalHMM_1factors_none_pct_fg+pct_RSI_19,HierarchicalHMM,none,pct_fg+pct_RSI,2,0.17817906407993672,-1954.8267592215836,,,,1.0
StandardHMM_robust_Returns+Range+RSI_158,StandardHMM,robust,Returns+Range+RSI,3,0.17654706059756634,-6337.572467396565,,,,
GMMHMM_robust_Returns+Range+RSI_158,GMMHMM,robust,Returns+Range+RSI,3,0.17654706059756634,-6337.572467396564,,,3.0,
HierarchicalHMM_1factors_robust_Range+fg+pct_fg_379,HierarchicalHMM,robust,Range+fg+pct_fg,3,0.1760946709739207,-1968.143733010044,,,,1.0
StandardHMM_robust_pct_Range+fg+pct_fg_180,StandardHMM,robust,pct_Range+fg+pct_fg,3,0.17603468770366457,-6833.742785265932,,,,
GMMHMM_robust_pct_Range+fg+pct_fg_180,GMMHMM,robust,pct_Range+fg+pct_fg,3,0.17603468770366457,-6833.742785265932,,,3.0,
HierarchicalHMM_4factors_robust_Returns+Range+pct_Range+fg+RSI+pct_RSI_613,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.17486397866739994,-8966.283412130562,,,,4.0
GMMHMM_robust_pct_Range+fg+pct_fg+RSI_220,GMMHMM,robust,pct_Range+fg+pct_fg+RSI,4,0.1733204397911956,-8553.62942480601,,,3.0,
StandardHMM_robust_pct_Range+fg+pct_fg+RSI_220,StandardHMM,robust,pct_Range+fg+pct_fg+RSI,4,0.1733204397911956,-8553.629424805791,,,,
HierarchicalHMM_3factors_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_590,HierarchicalHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.17317428577322352,-7068.142681025758,,,,3.0
HierarchicalHMM_2factors_robust_Returns+Range+RSI_348,HierarchicalHMM,robust,Returns+Range+RSI,3,0.17301027672775476,-4340.716568345544,,,,2.0
GMMHMM_none_Returns+Range+fg+pct_fg+RSI+pct_RSI_123,GMMHMM,none,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,0.1729842540449802,-11327.916245340963,,,3.0,
HierarchicalHMM_1factors_none_Range+pct_fg+pct_RSI_67,HierarchicalHMM,none,Range+pct_fg+pct_RSI,3,0.17294482457357296,-1955.1945893271884,,,,1.0
HierarchicalHMM_2factors_none_Returns+pct_Range+fg+pct_fg_122,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg,4,0.17279498852148062,-4493.913871664077,,,,2.0
HierarchicalHMM_2factors_robust_Returns+fg+pct_RSI_364,HierarchicalHMM,robust,Returns+fg+pct_RSI,3,0.17274861364065636,-4600.213946856801,,,,2.0
GMMHMM_robust_Returns+pct_Range+pct_fg_161,GMMHMM,robust,Returns+pct_Range+pct_fg,3,0.172108695382056,-8455.099453678838,,,3.0,
StandardHMM_robust_Returns+pct_Range+pct_fg_161,StandardHMM,robust,Returns+pct_Range+pct_fg,3,0.172108695382056,-8455.099453678838,,,,
HierarchicalHMM_1factors_robust_Range+pct_fg_328,HierarchicalHMM,robust,Range+pct_fg,2,0.1707086730917071,-1955.0594951676596,,,,1.0
StandardHMM_robust_Range+fg+pct_fg_174,StandardHMM,robust,Range+fg+pct_fg,3,0.17004898838836655,-6710.109791711246,,,,
GMMHMM_robust_Range+fg+pct_fg_174,GMMHMM,robust,Range+fg+pct_fg,3,0.17004898838836655,-6710.109791711246,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+pct_RSI_421,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_RSI,4,0.1700180277515514,-4111.027712598114,,,,2.0
HierarchicalHMM_1factors_robust_fg+RSI_336,HierarchicalHMM,robust,fg+RSI,2,0.16994466815966802,-1866.9206273747118,,,,1.0
HierarchicalHMM_1factors_none_fg+RSI_16,HierarchicalHMM,none,fg+RSI,2,0.16964283462767024,-1866.9206273747118,,,,1.0
HierarchicalHMM_1factors_none_fg+RSI+pct_RSI_87,HierarchicalHMM,none,fg+RSI+pct_RSI,3,0.16964134994810565,-1867.221061660795,,,,1.0
HierarchicalHMM_1factors_none_Returns+pct_fg+pct_RSI_47,HierarchicalHMM,none,Returns+pct_fg+pct_RSI,3,0.1685900029159944,-1962.7062097899902,,,,1.0
HierarchicalHMM_5factors_robust_Returns+Range+pct_Range+fg+RSI+pct_RSI_614,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.1683537748661833,-11712.953881565905,,,,5.0
HierarchicalHMM_2factors_robust_Returns+pct_Range+fg_352,HierarchicalHMM,robust,Returns+pct_Range+fg,3,0.16804214350749935,-4165.680124073777,,,,2.0
StandardHMM_robust_Returns+pct_Range+fg_160,StandardHMM,robust,Returns+pct_Range+fg,3,0.16718372413935667,-7094.739938269477,,,,
GMMHMM_robust_Returns+pct_Range+fg_160,GMMHMM,robust,Returns+pct_Range+fg,3,0.16718372413935667,-7094.739938269477,,,3.0,
StandardHMM_none_Range+pct_Range+pct_fg+RSI+pct_RSI_116,StandardHMM,none,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.16585269885530335,-2576.618508922949,,,,
GMMHMM_robust_fg+pct_fg+RSI_186,GMMHMM,robust,fg+pct_fg+RSI,3,0.16573887586762082,-5519.736812281881,,,3.0,
StandardHMM_robust_fg+pct_fg+RSI_186,StandardHMM,robust,fg+pct_fg+RSI,3,0.16573887586762082,-5519.736812281692,,,,
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+RSI+pct_RSI_538,HierarchicalHMM,robust,Returns+Range+pct_Range+RSI+pct_RSI,5,0.1654860401652648,-6661.63330516229,,,,3.0
HierarchicalHMM_3factors_robust_Returns+pct_Range+fg+pct_RSI_449,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_RSI,4,0.16544699509951352,-6945.667415272635,,,,3.0
GMMHMM_robust_Range+RSI+pct_RSI_179,GMMHMM,robust,Range+RSI+pct_RSI,3,0.16543660426125958,-6463.372011351986,,,3.0,
StandardHMM_robust_Range+RSI+pct_RSI_179,StandardHMM,robust,Range+RSI+pct_RSI,3,0.16543660426125958,-6463.372011352377,,,,
GMMHMM_none_Returns+fg+RSI+pct_RSI_81,GMMHMM,none,Returns+fg+RSI+pct_RSI,4,0.1637951363749536,-5992.733009663597,,,3.0,
HierarchicalHMM_1factors_robust_Returns+RSI_324,HierarchicalHMM,robust,Returns+RSI,2,0.16378287555225687,-2533.3968577624064,,,,1.0
HierarchicalHMM_3factors_robust_Range+pct_Range+fg+RSI+pct_RSI_586,HierarchicalHMM,robust,Range+pct_Range+fg+RSI+pct_RSI,5,0.16283193436596163,-6916.440040327823,,,,3.0
GMMHMM_robust_Range+pct_Range+fg+RSI_211,GMMHMM,robust,Range+pct_Range+fg+RSI,4,0.16239465768134378,-8099.58561711452,,,3.0,
StandardHMM_robust_Range+pct_Range+fg+RSI_211,StandardHMM,robust,Range+pct_Range+fg+RSI,4,0.16239465768134378,-8099.585617114618,,,,
StandardHMM_robust_fg+pct_fg+pct_RSI_187,StandardHMM,robust,fg+pct_fg+pct_RSI,3,0.1616285802837709,-6974.327216369516,,,,
GMMHMM_robust_fg+pct_fg+pct_RSI_187,GMMHMM,robust,fg+pct_fg+pct_RSI,3,0.1616285802837709,-6974.327216369516,,,3.0,
HierarchicalHMM_1factors_robust_Returns+fg+RSI_361,HierarchicalHMM,robust,Returns+fg+RSI,3,0.1610864438481161,-2078.1265921337954,,,,1.0
StandardHMM_robust_Range+fg+RSI_175,StandardHMM,robust,Range+fg+RSI,3,0.15967754677993173,-4725.2503531703405,,,,
GMMHMM_robust_Range+fg+RSI_175,GMMHMM,robust,Range+fg+RSI,3,0.15967754677993173,-4725.250353170285,,,3.0,
HierarchicalHMM_1factors_none_Returns+Range+RSI_27,HierarchicalHMM,none,Returns+Range+RSI,3,0.15933229020160503,-2593.6750235767745,,,,1.0
GMMHMM_robust_Returns+Range+pct_fg+pct_RSI_198,GMMHMM,robust,Returns+Range+pct_fg+pct_RSI,4,0.158931343539017,-8857.769658829726,,,3.0,
StandardHMM_robust_Returns+Range+pct_fg+pct_RSI_198,StandardHMM,robust,Returns+Range+pct_fg+pct_RSI,4,0.158931343539017,-8857.769658829726,,,,
HierarchicalHMM_1factors_robust_Range+pct_fg+RSI_385,HierarchicalHMM,robust,Range+pct_fg+RSI,3,0.1587141422972763,-1970.025676135128,,,,1.0
HierarchicalHMM_3factors_robust_Returns+pct_Range+RSI+pct_RSI_458,HierarchicalHMM,robust,Returns+pct_Range+RSI+pct_RSI,4,0.15829197886823881,-6908.322462824692,,,,3.0
StandardHMM_none_Returns+Range+fg+pct_RSI_69,StandardHMM,none,Returns+Range+fg+pct_RSI,4,0.15799239588397704,5029.191506737869,,,,
HierarchicalHMM_1factors_robust_Returns+Range+pct_Range+pct_fg+RSI_528,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+RSI,5,0.15746694209708773,-2101.3808195114893,,,,1.0
HierarchicalHMM_3factors_robust_Returns+pct_Range+fg+pct_fg_443,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_fg,4,0.1572742631590272,-6581.128150073633,,,,3.0
HierarchicalHMM_1factors_robust_Range+pct_Range+fg+RSI+pct_RSI_584,HierarchicalHMM,robust,Range+pct_Range+fg+RSI+pct_RSI,5,0.15645144667078492,-2192.4254073377638,,,,1.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+pct_fg+RSI_530,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+RSI,5,0.15628158378211257,-6871.006824834063,,,,3.0
HierarchicalHMM_1factors_robust_Returns+fg+pct_fg_359,HierarchicalHMM,robust,Returns+fg+pct_fg,3,0.15578310593421968,-1970.7961064685749,,,,1.0
HierarchicalHMM_1factors_robust_pct_fg+pct_RSI_339,HierarchicalHMM,robust,pct_fg+pct_RSI,2,0.15569029175284924,-1954.8267592215836,,,,1.0
HierarchicalHMM_4factors_none_Returns+Range+pct_Range+pct_fg+RSI_211,HierarchicalHMM,none,Returns+Range+pct_Range+pct_fg+RSI,5,0.15562713857159946,-9146.995307428446,,,,4.0
HierarchicalHMM_1factors_robust_fg+pct_fg+pct_RSI_405,HierarchicalHMM,robust,fg+pct_fg+pct_RSI,3,0.15531532614104068,-1968.8569350411733,,,,1.0
StandardHMM_none_Range+pct_RSI_17,StandardHMM,none,Range+pct_RSI,2,0.15514676747282102,7030.343375219323,,,,
GMMHMM_none_Returns+Range+fg+pct_fg+pct_RSI_105,GMMHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,0.15498459469978723,-10147.61417701823,,,3.0,
HierarchicalHMM_1factors_none_Range+fg+RSI_61,HierarchicalHMM,none,Range+fg+RSI,3,0.1549493594116675,-1968.127499597171,,,,1.0
HierarchicalHMM_1factors_robust_pct_Range+fg+pct_fg_391,HierarchicalHMM,robust,pct_Range+fg+pct_fg,3,0.1546669386321015,-1968.6550751415716,,,,1.0
StandardHMM_none_Returns+Range+pct_Range+pct_fg+pct_RSI_102,StandardHMM,none,Returns+Range+pct_Range+pct_fg+pct_RSI,5,0.154544323627554,11888.712469198377,,,,
GMMHMM_robust_Returns+fg_136,GMMHMM,robust,Returns+fg,2,0.15374051411891043,-3601.8487956222516,,,3.0,
StandardHMM_robust_Returns+fg_136,StandardHMM,robust,Returns+fg,2,0.15374051411891043,-3601.8487956222516,,,,
GMMHMM_robust_fg+pct_fg+RSI+pct_RSI_224,GMMHMM,robust,fg+pct_fg+RSI+pct_RSI,4,0.15370015590913544,-8368.61433942295,,,3.0,
StandardHMM_robust_fg+pct_fg+RSI+pct_RSI_224,StandardHMM,robust,fg+pct_fg+RSI+pct_RSI,4,0.15370015590913544,-8368.61433942295,,,,
StandardHMM_robust_RSI+pct_RSI_154,StandardHMM,robust,RSI+pct_RSI,2,0.15333188881397838,-3922.5572775952737,,,,
GMMHMM_robust_RSI+pct_RSI_154,GMMHMM,robust,RSI+pct_RSI,2,0.15333188881397838,-3922.5572775952737,,,3.0,
StandardHMM_robust_pct_Range+pct_fg+RSI_183,StandardHMM,robust,pct_Range+pct_fg+RSI,3,0.15322524146417604,-7366.469687544157,,,,
GMMHMM_robust_pct_Range+pct_fg+RSI_183,GMMHMM,robust,pct_Range+pct_fg+RSI,3,0.15322524146417604,-7366.4696875440095,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+RSI_418,HierarchicalHMM,robust,Returns+Range+pct_Range+RSI,4,0.15311213875446725,-4518.959460488847,,,,2.0
HierarchicalHMM_3factors_robust_Returns+pct_Range+pct_fg+RSI_452,HierarchicalHMM,robust,Returns+pct_Range+pct_fg+RSI,4,0.15233047814577444,-6735.830536597528,,,,3.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_fg+RSI+pct_RSI_553,HierarchicalHMM,robust,Returns+Range+pct_fg+RSI+pct_RSI,5,0.15208295313813705,-4661.561156828847,,,,2.0
HierarchicalHMM_1factors_robust_Returns+pct_fg_323,HierarchicalHMM,robust,Returns+pct_fg,2,0.15165536975611657,-1956.2139138069354,,,,1.0
HierarchicalHMM_1factors_robust_pct_Range+RSI+pct_RSI_401,HierarchicalHMM,robust,pct_Range+RSI+pct_RSI,3,0.15058753223214574,-2453.4085515375764,,,,1.0
RollingHMM_none_fg+pct_fg_22,RollingHMM,none,fg+pct_fg,2,0.1505486405435989,-1364.7288716365324,730.0,21.0,,
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+RSI_419,HierarchicalHMM,robust,Returns+Range+pct_Range+RSI,4,0.14966721636808267,-6781.132062570225,,,,3.0
HierarchicalHMM_2factors_robust_Range+pct_Range+fg+pct_RSI_478,HierarchicalHMM,robust,Range+pct_Range+fg+pct_RSI,4,0.14962600238857082,-4353.437805288528,,,,2.0
HierarchicalHMM_3factors_robust_fg+pct_fg+RSI+pct_RSI_515,HierarchicalHMM,robust,fg+pct_fg+RSI+pct_RSI,4,0.1492639252922121,-6561.619519888646,,,,3.0
HierarchicalHMM_4factors_robust_Range+pct_Range+fg+pct_fg+RSI_579,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,0.14862860960854485,-8798.507933964942,,,,4.0
GMMHMM_robust_pct_Range+fg+RSI+pct_RSI_222,GMMHMM,robust,pct_Range+fg+RSI+pct_RSI,4,0.14847130552107599,-8380.115990225748,,,3.0,
StandardHMM_robust_pct_Range+fg+RSI+pct_RSI_222,StandardHMM,robust,pct_Range+fg+RSI+pct_RSI,4,0.14847130552107599,-8380.115990225739,,,,
HierarchicalHMM_1factors_robust_Returns+Range+RSI_347,HierarchicalHMM,robust,Returns+Range+RSI,3,0.14832193617227776,-2593.6750235767745,,,,1.0
GMMHMM_robust_Returns+RSI+pct_RSI_169,GMMHMM,robust,Returns+RSI+pct_RSI,3,0.14810359266744078,-4838.187239000745,,,3.0,
StandardHMM_robust_Returns+RSI+pct_RSI_169,StandardHMM,robust,Returns+RSI+pct_RSI,3,0.14810359266744078,-4838.187239000818,,,,
HierarchicalHMM_1factors_robust_Returns+Range+pct_Range+fg_411,HierarchicalHMM,robust,Returns+Range+pct_Range+fg,4,0.14744444698743328,-2087.6897938865854,,,,1.0
HierarchicalHMM_3factors_robust_Returns+pct_Range+fg+RSI_446,HierarchicalHMM,robust,Returns+pct_Range+fg+RSI,4,0.14736288183608792,-7293.025777736992,,,,3.0
GMMHMM_robust_Returns+Range+pct_Range+pct_fg+RSI_228,GMMHMM,robust,Returns+Range+pct_Range+pct_fg+RSI,5,0.14680167506612987,-12288.836106055342,,,3.0,
StandardHMM_robust_Returns+Range+pct_Range+pct_fg+RSI_228,StandardHMM,robust,Returns+Range+pct_Range+pct_fg+RSI,5,0.14680167506612987,-12288.836106055342,,,,
HierarchicalHMM_1factors_none_pct_Range+fg+RSI+pct_RSI_187,HierarchicalHMM,none,pct_Range+fg+RSI+pct_RSI,4,0.1466663662555637,-2005.0862770331523,,,,1.0
HierarchicalHMM_2factors_robust_fg+RSI+pct_RSI_408,HierarchicalHMM,robust,fg+RSI+pct_RSI,3,0.1461669757476892,-4220.7717377211375,,,,2.0
StandardHMM_none_Returns+Range+pct_Range+fg+RSI+pct_RSI_121,StandardHMM,none,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.14615133659622834,-4515.593133477816,,,,
GMMHMM_robust_Returns+fg+pct_fg_164,GMMHMM,robust,Returns+fg+pct_fg,3,0.14558891162507304,-7175.967156694578,,,3.0,
StandardHMM_robust_Returns+fg+pct_fg_164,StandardHMM,robust,Returns+fg+pct_fg,3,0.14558891162507304,-7175.967156694578,,,,
HierarchicalHMM_1factors_robust_pct_Range+pct_fg_332,HierarchicalHMM,robust,pct_Range+pct_fg,2,0.14506260028230158,-1954.3663362017076,,,,1.0
HierarchicalHMM_1factors_robust_pct_fg+RSI+pct_RSI_409,HierarchicalHMM,robust,pct_fg+RSI+pct_RSI,3,0.14492895795552888,-1970.7474164982816,,,,1.0
HierarchicalHMM_1factors_robust_Range+fg+pct_fg+pct_RSI_492,HierarchicalHMM,robust,Range+fg+pct_fg+pct_RSI,4,0.14404383108282043,-1968.1192362134248,,,,1.0
StandardHMM_robust_Returns+Range+fg+pct_fg+RSI_231,StandardHMM,robust,Returns+Range+fg+pct_fg+RSI,5,0.14365589851110275,-10677.866037713013,,,,
GMMHMM_robust_Returns+Range+fg+pct_fg+RSI_231,GMMHMM,robust,Returns+Range+fg+pct_fg+RSI,5,0.14365589851110275,-10677.866037713013,,,3.0,
GMMHMM_robust_Returns+fg+pct_fg+RSI_206,GMMHMM,robust,Returns+fg+pct_fg+RSI,4,0.14330056469667915,-8495.921947999856,,,3.0,
StandardHMM_robust_Returns+fg+pct_fg+RSI_206,StandardHMM,robust,Returns+fg+pct_fg+RSI,4,0.14330056469667915,-8495.921947999946,,,,
HierarchicalHMM_1factors_robust_Returns+Range+fg+pct_fg_423,HierarchicalHMM,robust,Returns+Range+fg+pct_fg,4,0.1430481327420417,-1970.0906990698554,,,,1.0
HierarchicalHMM_3factors_robust_Returns+Range+fg+pct_RSI_431,HierarchicalHMM,robust,Returns+Range+fg+pct_RSI,4,0.14295260273498475,-6263.906592279032,,,,3.0
HierarchicalHMM_1factors_robust_fg+pct_fg+RSI+pct_RSI_513,HierarchicalHMM,robust,fg+pct_fg+RSI+pct_RSI,4,0.14266844718181967,-1819.041068738407,,,,1.0
HierarchicalHMM_2factors_robust_Range+pct_Range+RSI+pct_RSI_487,HierarchicalHMM,robust,Range+pct_Range+RSI+pct_RSI,4,0.1409738169498308,-4472.767221830197,,,,2.0
GMMHMM_robust_fg+RSI+pct_RSI_188,GMMHMM,robust,fg+RSI+pct_RSI,3,0.14093512823780616,-4929.699748529733,,,3.0,
StandardHMM_robust_fg+RSI+pct_RSI_188,StandardHMM,robust,fg+RSI+pct_RSI,3,0.14093512823780616,-4929.6997485296115,,,,
HierarchicalHMM_1factors_robust_Range+pct_Range+fg+pct_fg_471,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg,4,0.1404742682283659,-1968.0638314498424,,,,1.0
HierarchicalHMM_4factors_robust_pct_Range+fg+pct_fg+RSI+pct_RSI_599,HierarchicalHMM,robust,pct_Range+fg+pct_fg+RSI+pct_RSI,5,0.13962081298362533,-8992.310053060977,,,,4.0
HierarchicalHMM_1factors_robust_pct_Range+pct_fg+RSI_397,HierarchicalHMM,robust,pct_Range+pct_fg+RSI,3,0.13938547013412217,-1969.8472447782033,,,,1.0
HierarchicalHMM_3factors_robust_Range+pct_Range+fg+pct_fg+RSI_578,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,0.13936133667165412,-6156.585663434759,,,,3.0
HierarchicalHMM_1factors_robust_Range+fg_327,HierarchicalHMM,robust,Range+fg,2,0.13931231119594686,-1933.4639209333175,,,,1.0
GMMHMM_robust_Returns+pct_Range+pct_RSI_163,GMMHMM,robust,Returns+pct_Range+pct_RSI,3,0.13905095361795938,-5562.5605509013,,,3.0,
StandardHMM_robust_Returns+pct_Range+pct_RSI_163,StandardHMM,robust,Returns+pct_Range+pct_RSI,3,0.13905095361795938,-5562.5605509013,,,,
HierarchicalHMM_1factors_robust_Returns+pct_fg+RSI_365,HierarchicalHMM,robust,Returns+pct_fg+RSI,3,0.1383479427244097,-1999.935213097058,,,,1.0
HierarchicalHMM_4factors_robust_Returns+pct_Range+fg+pct_fg+RSI_559,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_fg+RSI,5,0.13827382743665576,-9075.929184021426,,,,4.0
HierarchicalHMM_4factors_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_591,HierarchicalHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.1377707298429766,-8924.783577176757,,,,4.0
StandardHMM_none_Returns+Range+pct_Range+pct_fg+RSI_101,StandardHMM,none,Returns+Range+pct_Range+pct_fg+RSI,5,0.13738983835872068,-116.16086908438523,,,,
HierarchicalHMM_3factors_none_Returns+pct_Range+fg+pct_fg+pct_RSI_242,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.13724073445955493,-6454.418129821794,,,,3.0
HierarchicalHMM_1factors_robust_Returns+Range+pct_fg_345,HierarchicalHMM,robust,Returns+Range+pct_fg,3,0.13651836664990757,-1956.6707190679926,,,,1.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+RSI+pct_RSI_537,HierarchicalHMM,robust,Returns+Range+pct_Range+RSI+pct_RSI,5,0.1364488355287603,-3922.447027679094,,,,2.0
GMMHMM_none_Range_1,GMMHMM,none,Range,1,0.13541900149297192,-2090.6463724160467,,,3.0,
GMMHMM_robust_Range_128,GMMHMM,robust,Range,1,0.1354190014929717,-2090.6463724160467,,,3.0,
StandardHMM_robust_Range_128,StandardHMM,robust,Range,1,0.1354190014929717,-2090.6463724160467,,,,
GMMHMM_robust_Returns+pct_Range+pct_fg+RSI_203,GMMHMM,robust,Returns+pct_Range+pct_fg+RSI,4,0.13503991135530902,-10362.91766665544,,,3.0,
StandardHMM_robust_Returns+pct_Range+pct_fg+RSI_203,StandardHMM,robust,Returns+pct_Range+pct_fg+RSI,4,0.13503991135530902,-10362.917666655285,,,,
StandardHMM_robust_pct_Range+fg+pct_fg+RSI+pct_RSI_245,StandardHMM,robust,pct_Range+fg+pct_fg+RSI+pct_RSI,5,0.13467421598863544,-11253.459059676681,,,,
GMMHMM_robust_pct_Range+fg+pct_fg+RSI+pct_RSI_245,GMMHMM,robust,pct_Range+fg+pct_fg+RSI+pct_RSI,5,0.13467421598863544,-11253.459059676383,,,3.0,
HierarchicalHMM_3factors_robust_Returns+fg+RSI+pct_RSI_467,HierarchicalHMM,robust,Returns+fg+RSI+pct_RSI,4,0.13448208449930704,-6865.721900204795,,,,3.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+fg+pct_RSI_526,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_RSI,5,0.1341694542787937,-6931.694246275485,,,,3.0
HierarchicalHMM_1factors_robust_fg+RSI+pct_RSI_407,HierarchicalHMM,robust,fg+RSI+pct_RSI,3,0.1341552877380043,-1867.221061660795,,,,1.0
StandardHMM_robust_Returns+pct_Range+fg+pct_fg+RSI_235,StandardHMM,robust,Returns+pct_Range+fg+pct_fg+RSI,5,0.13389788215577922,-11204.845219103658,,,,
GMMHMM_robust_Returns+pct_Range+fg+pct_fg+RSI_235,GMMHMM,robust,Returns+pct_Range+fg+pct_fg+RSI,5,0.13389788215577922,-11204.845219103658,,,3.0,
HierarchicalHMM_3factors_robust_Range+fg+pct_fg+RSI+pct_RSI_594,HierarchicalHMM,robust,Range+fg+pct_fg+RSI+pct_RSI,5,0.133604386851158,-6638.582439108831,,,,3.0
GMMHMM_none_pct_fg+RSI_25,GMMHMM,none,pct_fg+RSI,2,0.13310080472825897,-4841.065773499941,,,3.0,
HierarchicalHMM_4factors_robust_Range+fg+pct_fg+RSI+pct_RSI_595,HierarchicalHMM,robust,Range+fg+pct_fg+RSI+pct_RSI,5,0.13288106667868452,-8778.090080296226,,,,4.0
HierarchicalHMM_1factors_robust_Range+pct_fg+pct_RSI_387,HierarchicalHMM,robust,Range+pct_fg+pct_RSI,3,0.13286651795442667,-1955.1945893271222,,,,1.0
GMMHMM_robust_Returns+fg+pct_fg+RSI+pct_RSI_239,GMMHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,0.1326362140033096,-9307.527690200634,,,3.0,
StandardHMM_robust_Returns+fg+pct_fg+RSI+pct_RSI_239,StandardHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,0.1326362140033096,-9307.527690200915,,,,
GMMHMM_robust_Range+pct_fg+RSI_177,GMMHMM,robust,Range+pct_fg+RSI,3,0.13235477329371093,-7018.820412872485,,,3.0,
StandardHMM_robust_Range+pct_fg+RSI_177,StandardHMM,robust,Range+pct_fg+RSI,3,0.13235477329371093,-7018.820412872411,,,,
HierarchicalHMM_1factors_robust_Range+pct_fg+RSI+pct_RSI_498,HierarchicalHMM,robust,Range+pct_fg+RSI+pct_RSI,4,0.13184988523000776,-1970.6111054157911,,,,1.0
StandardHMM_robust_Range+pct_Range+fg+pct_fg+RSI_240,StandardHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,0.13178499520198317,-10547.55998826317,,,,
GMMHMM_robust_Range+pct_Range+fg+pct_fg+RSI_240,GMMHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,0.13178499520198317,-10547.55998826317,,,3.0,
HierarchicalHMM_1factors_none_Returns+Range_0,HierarchicalHMM,none,Returns+Range,2,0.131405633118782,-2332.4781874088917,,,,1.0
HierarchicalHMM_5factors_robust_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_634,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.13139945272997416,-11255.390535556267,,,,5.0
HierarchicalHMM_1factors_none_fg+pct_RSI_17,HierarchicalHMM,none,fg+pct_RSI,2,0.13124462105398838,-2547.799081058383,,,,1.0
HierarchicalHMM_4factors_robust_Returns+fg+pct_fg+RSI+pct_RSI_575,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,0.13091645959269987,-9065.134173371853,,,,4.0
HierarchicalHMM_1factors_robust_Returns+fg+pct_fg+pct_RSI_462,HierarchicalHMM,robust,Returns+fg+pct_fg+pct_RSI,4,0.13083044716134004,-1976.305602915536,,,,1.0
